BookingCode	  City		Time

40016000	 Surabaya	20.00

40016001	 Surabaya	20.00

40016002	 Surabaya	20.00

40016003	 Surabaya	20.00

40016004	 Surabaya	20.00

40016005	 Surabaya	20.00

40016006	 Surabaya	20.00

40016007	 Surabaya	20.00

40016008	 Surabaya	20.00

40016009	 Surabaya	20.00

40016010	 Surabaya	20.00

40016011	 Surabaya	20.00

40016012	 Surabaya	20.00

40016013	 Surabaya	20.00

40016014	 Surabaya	20.00

40016015	 Surabaya	20.00

40016016	 Surabaya	20.00

40016017	 Surabaya	20.00

40016018	 Surabaya	20.00

40016019	 Surabaya	20.00

14416000	 Jakarta	12.00

14416001	 Jakarta	12.00

14416002	 Jakarta	12.00

14416003	 Jakarta	12.00

14416004	 Jakarta	12.00

14416005	 Jakarta	12.00

14416006	 Jakarta	12.00

14416007	 Jakarta	12.00

14416008	 Jakarta	12.00

14416009	 Jakarta	12.00

14416010	 Jakarta	12.00

14416011	 Jakarta	12.00

14416012	 Jakarta	12.00

14416013	 Jakarta	12.00

14416014	 Jakarta	12.00

14416015	 Jakarta	12.00

14416016	 Jakarta	12.00

14416017	 Jakarta	12.00

14416018	 Jakarta	12.00

44416000	  Malang	16.30

44416001	  Malang	16.30
